# Generated by projects_and_tasks/test_access_matrix.py -- do not hand-edit.
# Regenerate with WORKROOM_UPDATE_ACCESS_BASELINE=1 and review the diff.
#
# Columns:
#   view         user_can_view_project
#   manage_proj  user_can_manage_project
#   manage_task  user_can_manage_task, task created by someone else
#   own_task     user_can_manage_task, task created by the actor
#   set_status   user_can_update_task_status
#   log_time     user_can_log_time
#   approve      user_can_approve_task, task created by someone else
#   deadline     user_can_extend_deadline
#
# Dimensions:
#   member  the actor ProjectMembership role on this project, or none
#   rel     none | creator (actor is created_by) | owner (actor is current_owner)
#           "both" is omitted: effective access is a max, so it adds nothing
#   asg     the actor is assigned a live task on this project

actor    | vis        | dept  | member  | rel     | asg | view manage_proj manage_task own_task set_status log_time approve deadline
DL       | company    | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
DL       | company    | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
DL       | company    | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
DL       | company    | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
DL       | company    | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
DL       | company    | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
DL       | company    | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | company    | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | company    | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | company    | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | other | none    | none    | 0   | 1    0           0           0        0          0        0       0
DL       | company    | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | company    | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | company    | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | company    | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | company    | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | company    | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | company    | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | company    | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | company    | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | company    | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | company    | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | company    | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | company    | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | company    | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | company    | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | company    | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | none  | none    | none    | 0   | 1    0           0           0        0          0        0       0
DL       | company    | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | company    | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | company    | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | company    | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | company    | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | company    | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | company    | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | company    | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | company    | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | company    | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | company    | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | company    | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | company    | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | company    | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | company    | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | company    | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | company    | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | company    | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
DL       | public     | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
DL       | public     | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
DL       | public     | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
DL       | public     | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
DL       | public     | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
DL       | public     | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | public     | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | public     | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | public     | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | other | none    | none    | 0   | 1    0           0           0        0          0        0       0
DL       | public     | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | public     | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | public     | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | public     | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | public     | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | public     | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | public     | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | public     | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | public     | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | public     | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | public     | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | public     | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | public     | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | public     | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | public     | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | public     | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | none  | none    | none    | 0   | 1    0           0           0        0          0        0       0
DL       | public     | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | public     | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | public     | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | public     | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | public     | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | public     | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | public     | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | public     | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | public     | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | public     | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | public     | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | public     | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | public     | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | public     | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | public     | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | public     | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | public     | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | public     | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | match | none    | none    | 0   | 0    0           0           0        0          0        0       0
DM       | private    | match | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | match | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | match | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | match | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | private    | match | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | match | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | match | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | match | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | private    | match | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | match | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | match | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | private    | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | private    | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | private    | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | private    | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
DM       | private    | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | private    | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | private    | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | private    | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | private    | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | private    | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | private    | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
DM       | private    | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | private    | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | private    | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | private    | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | private    | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | private    | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | private    | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | private    | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | private    | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | private    | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | private    | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | private    | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | match | none    | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | match | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | match | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | match | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | match | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | match | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | match | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | match | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | match | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | match | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | match | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | match | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | department | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | department | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | department | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | department | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
DM       | department | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | department | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | department | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | department | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | department | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
DM       | department | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | department | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | department | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | department | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | department | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | department | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | department | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | department | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | department | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | department | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | department | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | match | none    | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | match | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | match | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | match | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | match | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | match | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | match | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | match | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | match | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | match | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | match | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | match | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | company    | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | company    | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | company    | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | company    | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | other | none    | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | company    | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | company    | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | company    | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | company    | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | none  | none    | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | company    | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | company    | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | company    | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | company    | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | company    | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | company    | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | company    | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | company    | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
